insurer,lob,vehicle_type,policy_type,policy_term,coverage_level,coverage_name,claim_category,claim_trigger,frequency_band,severity_band,avg_claim_amount_inr,max_claim_amount_inr,deductible_applicable,depreciation_applicable,ncb_impact,renewal_impact,fraud_risk_level,loss_ratio_risk,mandatory_documents,common_denial_reasons,profitability_tag,claim_frequency,loss_ratio,pure_premium,risk_loading_factor,volatility_index,risk_zone,state,city,flood_risk_score,theft_risk_score,accident_density_score,avg_settlement_days,fast_track_eligible,cashless_ratio,document_deficiency_rate,repudiation_rate
GoDigit,Motor,Trailer,Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.67,Metro,Delhi,Mumbai,0.87,0.78,0.33,8,False,0.82,0.25,0.08
GoDigit,Motor,Trailer,Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Rural,Karnataka,Ahmedabad,0.87,0.23,0.79,9,False,0.8,0.25,0.08
GoDigit,Motor,Trailer,Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.53,Metro,Gujarat,Bangalore,0.71,0.36,0.7,11,False,0.6,0.25,0.08
GoDigit,Motor,Trailer,Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.66,Metro,Delhi,Chennai,0.76,0.28,0.78,13,False,0.82,0.25,0.08
GoDigit,Motor,Trailer,Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.66,Urban,Delhi,Bangalore,0.32,0.35,0.36,14,False,0.79,0.25,0.08
GoDigit,Motor,Trailer,Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.21,Metro,Gujarat,Delhi,0.71,0.68,0.81,13,False,0.69,0.25,0.08
GoDigit,Motor,Trailer,Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.42,Metro,Gujarat,Bangalore,0.51,0.7,0.77,13,False,0.81,0.25,0.08
GoDigit,Motor,Trailer,Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.59,Urban,Karnataka,Chennai,0.63,0.43,0.34,10,False,0.59,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.61,Urban,Tamil Nadu,Mumbai,0.8,0.64,0.32,11,False,0.69,0.25,0.03
GoDigit,Motor,Trailer,Bundled,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.67,Rural,Delhi,Delhi,0.5,0.8,0.51,9,False,0.73,0.25,0.03
GoDigit,Motor,Trailer,Bundled,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.53,Metro,Delhi,Ahmedabad,0.39,0.31,0.38,12,False,0.66,0.25,0.03
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.47,Urban,Tamil Nadu,Chennai,0.86,0.29,0.37,14,False,0.61,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.43,Metro,Maharashtra,Chennai,0.8,0.54,0.62,14,False,0.77,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.55,Rural,Maharashtra,Ahmedabad,0.76,0.78,0.86,11,False,0.59,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.29,Urban,Tamil Nadu,Bangalore,0.35,0.26,0.52,11,False,0.62,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.52,Metro,Tamil Nadu,Delhi,0.65,0.67,0.44,14,False,0.6,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Urban,Karnataka,Ahmedabad,0.82,0.26,0.33,7,False,0.53,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Metro,Delhi,Delhi,0.32,0.3,0.67,12,False,0.61,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.49,Urban,Delhi,Ahmedabad,0.53,0.62,0.59,10,False,0.85,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Rural,Karnataka,Delhi,0.47,0.62,0.79,11,False,0.64,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.65,Metro,Delhi,Mumbai,0.75,0.4,0.88,11,False,0.52,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.65,Metro,Delhi,Delhi,0.84,0.72,0.39,11,False,0.6,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.6,Metro,Maharashtra,Bangalore,0.76,0.52,0.34,7,False,0.72,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.38,Metro,Delhi,Mumbai,0.38,0.73,0.41,11,False,0.72,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.35,Rural,Delhi,Ahmedabad,0.58,0.66,0.72,12,False,0.76,0.25,0.08
GoDigit,Motor,Trailer,Bundled,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.36,Urban,Delhi,Delhi,0.55,0.57,0.31,14,False,0.59,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.47,Rural,Maharashtra,Delhi,0.35,0.6,0.77,7,False,0.75,0.25,0.03
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.34,Metro,Delhi,Chennai,0.87,0.43,0.4,11,False,0.84,0.25,0.03
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.6,Metro,Tamil Nadu,Bangalore,0.46,0.59,0.86,13,False,0.79,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.69,Urban,Gujarat,Ahmedabad,0.39,0.63,0.61,13,False,0.74,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.45,Metro,Tamil Nadu,Bangalore,0.8,0.43,0.46,11,False,0.65,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.43,Rural,Delhi,Chennai,0.72,0.65,0.4,9,False,0.8,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.65,Urban,Maharashtra,Mumbai,0.49,0.65,0.68,11,False,0.55,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.49,Metro,Tamil Nadu,Mumbai,0.8,0.25,0.82,13,False,0.71,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.66,Urban,Karnataka,Ahmedabad,0.55,0.58,0.46,7,False,0.58,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.51,Urban,Delhi,Mumbai,0.63,0.45,0.77,11,False,0.66,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.23,Rural,Maharashtra,Delhi,0.4,0.31,0.56,8,False,0.57,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.61,Metro,Delhi,Mumbai,0.56,0.51,0.62,9,False,0.76,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.37,Rural,Gujarat,Bangalore,0.82,0.69,0.88,8,False,0.66,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.57,Metro,Maharashtra,Bangalore,0.77,0.3,0.81,14,False,0.5,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.54,Rural,Delhi,Ahmedabad,0.35,0.69,0.42,12,False,0.66,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.52,Rural,Delhi,Delhi,0.76,0.32,0.48,10,False,0.56,0.25,0.08
GoDigit,Motor,Trailer,Standalone Own Damage,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Metro,Gujarat,Ahmedabad,0.5,0.78,0.89,9,False,0.7,0.25,0.08
GoDigit,Motor,Trailer,Liability Only,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.42,Urban,Karnataka,Bangalore,0.86,0.42,0.59,7,False,0.8,0.25,0.03
GoDigit,Motor,Trailer,Liability Only,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.69,Rural,Gujarat,Ahmedabad,0.71,0.45,0.73,7,False,0.53,0.25,0.03
GoDigit,Motor,Trailer,Long Term Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.25,Rural,Tamil Nadu,Delhi,0.71,0.38,0.63,11,False,0.64,0.25,0.03
GoDigit,Motor,Trailer,Long Term Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.3,Metro,Gujarat,Delhi,0.77,0.25,0.57,7,False,0.57,0.25,0.03
GoDigit,Motor,Trailer,Long Term Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.55,Rural,Delhi,Mumbai,0.31,0.29,0.66,8,False,0.74,0.25,0.03
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.59,Metro,Delhi,Delhi,0.85,0.77,0.61,11,False,0.69,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Metro,Delhi,Delhi,0.54,0.54,0.8,11,False,0.63,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.68,Rural,Tamil Nadu,Chennai,0.62,0.52,0.39,10,False,0.58,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.56,Urban,Karnataka,Bangalore,0.87,0.32,0.83,10,False,0.55,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.4,Urban,Karnataka,Ahmedabad,0.42,0.61,0.38,7,False,0.79,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.34,Urban,Tamil Nadu,Bangalore,0.61,0.25,0.79,12,False,0.59,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.42,Rural,Karnataka,Chennai,0.51,0.41,0.57,9,False,0.83,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.56,Metro,Maharashtra,Bangalore,0.82,0.62,0.87,8,False,0.53,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.23,Metro,Delhi,Delhi,0.44,0.36,0.51,8,False,0.73,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.7,Urban,Delhi,Ahmedabad,0.65,0.26,0.31,11,False,0.81,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.27,Rural,Karnataka,Bangalore,0.63,0.29,0.58,7,False,0.62,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.61,Metro,Tamil Nadu,Chennai,0.86,0.67,0.5,10,False,0.51,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.57,Urban,Gujarat,Chennai,0.83,0.25,0.47,12,False,0.84,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.47,Rural,Gujarat,Mumbai,0.66,0.29,0.53,12,False,0.75,0.25,0.08
GoDigit,Motor,Trailer,Long Term Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.52,Rural,Delhi,Chennai,0.36,0.66,0.79,7,False,0.52,0.25,0.08
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.7,Urban,Delhi,Ahmedabad,0.79,0.45,0.45,13,False,0.52,0.25,0.03
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.6,Urban,Maharashtra,Chennai,0.61,0.65,0.75,7,False,0.79,0.25,0.03
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.23,Urban,Gujarat,Chennai,0.41,0.67,0.47,13,False,0.69,0.25,0.03
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.22,Metro,Delhi,Delhi,0.66,0.53,0.5,10,False,0.67,0.25,0.08
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.63,Metro,Gujarat,Chennai,0.9,0.23,0.46,14,False,0.56,0.25,0.08
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.67,Urban,Gujarat,Bangalore,0.85,0.6,0.44,10,False,0.52,0.25,0.08
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.52,Rural,Maharashtra,Bangalore,0.58,0.42,0.65,9,False,0.52,0.25,0.08
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.54,Rural,Tamil Nadu,Mumbai,0.58,0.24,0.41,14,False,0.56,0.25,0.08
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.61,Metro,Delhi,Chennai,0.86,0.66,0.55,10,False,0.57,0.25,0.08
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.4,Urban,Tamil Nadu,Ahmedabad,0.82,0.45,0.37,9,False,0.7,0.25,0.08
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.57,Urban,Tamil Nadu,Bangalore,0.58,0.55,0.78,7,False,0.74,0.25,0.08
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Urban,Karnataka,Ahmedabad,0.82,0.44,0.35,11,False,0.79,0.25,0.08
GoDigit,Motor,Motor Trade Road Risk,Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.26,Metro,Delhi,Bangalore,0.56,0.76,0.82,14,False,0.83,0.25,0.08
